index,inputs,context,topic,org_label,set-0,id,string_label,label
595,"((',', 0, 44, 45),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,",",train,595,4,4
596,"(('including', 0, 46, 55),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,VBG,train,596,10,10
597,"(('mechanical', 0, 56, 66),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,JJ,train,597,0,0
598,"(('engineering', 0, 67, 78),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NN,train,598,3,3
599,"((',', 0, 79, 80),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,",",train,599,4,4
600,"(('Three', 0, 81, 86),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NNP,train,600,16,16
601,"(('Principles', 0, 87, 97),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NNPS,train,601,33,33
602,"(('of', 0, 98, 100),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,IN,train,602,2,2
603,"(('the', 0, 101, 104),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,DT,train,603,7,7
604,"(('People', 0, 105, 111),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NNPS,train,604,33,33
605,"((',', 0, 112, 113),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,",",train,605,4,4
606,"(('and', 0, 114, 117),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,CC,train,606,20,20
607,"(('biology', 0, 118, 125),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NN,train,607,3,3
608,"((',', 0, 126, 127),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,",",train,608,4,4
609,"(('opened', 0, 128, 134),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,VBD,train,609,28,28
610,"(('degree', 0, 135, 141),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NN,train,610,3,3
611,"(('programs', 0, 142, 150),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NNS,train,611,1,1
612,"(('to', 0, 151, 153),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,IN,train,612,2,2
613,"(('professionals', 0, 154, 167),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NNS,train,613,1,1
614,"(('last', 0, 168, 172),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,JJ,train,614,0,0
615,"(('year', 0, 173, 177),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,NN,train,615,3,3
616,"(('.', 0, 178, 179),)","('Similarly , nine graduate institutes at NTU , including mechanical engineering , Three Principles of the People , and biology , opened degree programs to professionals last year .',)",,.,train,616,8,8
617,"(('Expecting', 0, 0, 9),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,VBG,train,617,10,10
618,"(('to', 0, 10, 12),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,TO,train,618,13,13
619,"(('accept', 0, 13, 19),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,VB,train,619,14,14
620,"(('167', 0, 20, 23),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,CD,train,620,11,11
621,"(('students', 0, 24, 32),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,NNS,train,621,1,1
622,"((',', 0, 33, 34),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,",",train,622,4,4
623,"(('they', 0, 35, 39),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,PRP,train,623,24,24
624,"(('attracted', 0, 40, 49),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,VBD,train,624,28,28
625,"(('a', 0, 50, 51),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,DT,train,625,7,7
626,"(('mere', 0, 52, 56),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,JJ,train,626,0,0
627,"(('330', 0, 57, 60),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,CD,train,627,11,11
628,"(('-', 0, 61, 62),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,HYPH,train,628,21,21
629,"(('combined', 0, 63, 71),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,VBN,train,629,6,6
630,"(('applicants', 0, 72, 82),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,NNS,train,630,1,1
631,"(('.', 0, 83, 84),)","('Expecting to accept 167 students , they attracted a mere 330 - combined applicants .',)",,.,train,631,8,8
632,"(('Compared', 0, 0, 8),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,VBN,train,632,6,6
633,"(('to', 0, 9, 11),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,IN,train,633,2,2
634,"(('the', 0, 12, 15),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,DT,train,634,7,7
635,"(('lukewarm', 0, 16, 24),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,JJ,train,635,0,0
636,"(('popularity', 0, 25, 35),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,NN,train,636,3,3
637,"(('of', 0, 36, 38),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,IN,train,637,2,2
638,"(('other', 0, 39, 44),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,JJ,train,638,0,0
639,"(('graduate', 0, 45, 53),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,NN,train,639,3,3
640,"(('programs', 0, 54, 62),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,NNS,train,640,1,1
641,"((',', 0, 63, 64),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,",",train,641,4,4
642,"(('management', 0, 65, 75),)","('Compared to the lukewarm popularity of other graduate programs , management institutes are white hot .',)",,NN,train,642,3,3
